event_id,prog_id,event_class,event_title,event_venue,event_country,event_date,race_year,starters_count,finishers_count,finish_rate_pct,dnf_count,scorers_count,scoring_success_rate_pct,last_scoring_pos,zero_point_finishers,gap_1st_3rd_sec,gap_1st_10th_sec,gap_1st_30th_sec,gap_10th_30th_sec,gap_1st_last_scorer_sec,bike_pack1_size,winner_from_pack1_flag,top10_pack1_ratio_pct,scorers_pack1_ratio_pct,bike_expansion_ratio,bike_front_pack_retention,bike_solo_breakaway,swim_winner_deficit,swim_avg_pos_top10,swim_avg_pos_top30,swim_avg_pos_scorers,swim_weak_survivors_top30,swim_weak_scorers_count,swim_leader_survival_rate,swim_front_survivors,swim_dispersion_top30,bike_off_dispersion_top30,bike_off_dispersion_scorers,bike_gap_1st_10th,bike_gap_1st_30th,bike_move_up_count_top30,bike_move_up_count_scorers,run_dominance_top10,run_positions_gained_top10,run_positions_gained_top30,run_positions_gained_scorers,run_slowest_rank_top30,run_slowest_rank_scorers,run_gap_1st_10th,run_dominance_sec,run_winner_rank,run_fastest_deficit,rank_winner,rank_avg_top3,rank_avg_top10,rank_avg_top30,rank_avg_scorers,rank_upset_count_top30,rank_upset_count_scorers,rank_correlation,rank_volatility_top10,rank_volatility_scorers,rank_overperformers_top20,rank_winner_is_top_ranked,rank_podium_is_top_ranked
194215,674142,world_cup,2025 World Triathlon Cup Samarkand,Samarkand,Uzbekistan,2025-05-24,2025,60,54,90.0,6,45,83.3,45,9,25,94,264,170,491,5,0,20.0,11.1,1.14,6,0,71.0,21.9,20.2,26.4,8,19,100.0,8,32.85,37.41,77.57,,48.0,9,12,9,5.8,1.1,-0.4,39,48,96.0,15.0,1,0.0,28,99.7,123.5,148.7,185.7,30,45,0.443923973004777,68.4,135.5,20,0,0
194192,674074,wtcs,2025 World Triathlon Championship Series Yokohama,Yokohama,Japan,2025-05-17,2025,49,42,85.7,7,40,95.2,40,2,21,103,279,176,480,4,0,10.0,10.0,4.01,6,1,2.0,11.5,18.4,21.2,5,11,90.0,10,16.3,65.29,84.55,,,3,6,8,3.9,0.4,-0.9,37,42,100.0,6.0,1,0.0,6,7.3,15.9,41.1,51.8,24,34,0.60449287682087793,13.9,37.6,16,0,1
194867,673832,continental_cup,2025 Americas Triathlon Cup Ixtapa,"Boulevard Ixtapa ,Infront of Fontan Hotel",Mexico,2025-05-17,2025,67,61,91.0,6,39,63.9,39,22,12,70,191,121,267,17,1,90.0,43.6,1.35,7,0,11.0,14.8,22.5,24.2,10,14,81.8,3,18.24,24.64,25.58,,58.0,10,10,7,2.4,0.0,-0.5,41,49,17.0,2.0,1,0.0,213,192.3,387.4,479.1,509.0,24,27,0.56865192577236257,246.9,244.5,17,0,1
194723,673827,continental_cup,2025 Asia Triathlon Cup Lianyungang,Lianyungang,China,2025-05-17,2025,70,61,87.1,9,38,62.3,38,23,6,103,376,273,581,3,0,20.0,7.9,1.13,7,0,24.0,24.5,23.6,25.0,11,14,81.8,1,14.74,16.62,82.39,,55.0,13,15,9,3.2,0.2,-1.0,34,47,103.0,31.0,1,0.0,181,144.7,276.5,363.7,355.1,28,35,0.54567326377312253,180.2,236.7,19,0,0
194854,674111,world_cup,2025 World Triathlon Cup Chengdu,Chengdu,China,2025-05-10,2025,56,51,91.1,5,49,96.1,49,2,5,31,136,105,444,2,0,0.0,4.1,0.37,4,0,77.0,23.4,21.3,25.2,9,18,70.0,3,26.64,9.79,51.37,53.0,,10,13,10,11.1,2.4,-1.6,33,51,33.0,3.0,1,0.0,57,88.3,134.4,118.3,151.6,30,48,0.19669277371590416,92.3,140.9,20,0,0
194441,673822,continental_cup,2025 Africa Triathlon Cup Tipaza,C.E.T Complexe touristique,Algeria,2025-05-10,2025,38,32,84.2,6,26,81.3,26,6,4,36,512,476,216,1,0,10.0,3.8,5.89,8,0,17.0,12.0,16.6,15.2,3,1,100.0,11,14.31,84.28,30.4,16.0,325.0,8,8,9,3.1,-0.7,-0.8,31,26,51.0,3.0,1,0.0,719,524.0,370.3,532.7,522.2,23,21,0.63633568229122683,192.3,213.1,16,0,0
194722,674154,continental_cup,2025 Asia Triathlon Cup Subic Bay,Subic Bay Freeport Zone,Philippines,2025-05-03,2025,47,46,97.9,1,27,58.7,27,19,51,176,674,498,514,3,1,20.0,11.1,2.48,6,0,0.0,13.9,16.8,15.6,4,2,100.0,3,35.4,87.71,54.32,106.0,338.0,6,6,9,5.5,0.2,0.0,37,35,77.0,56.0,4,106.0,151,116.0,232.3,422.6,422.3,27,25,0.54968799276302593,139.6,230.8,18,0,1
194904,674212,continental_cup,2025 Asia Triathlon Cup and South Asian Championships Pokhara,Pokhara ,Nepal,2025-04-26,2025,30,18,60.0,12,8,44.4,8,10,17,274,,,246,7,1,70.0,87.5,2.89,9,0,33.0,5.8,10.1,5.4,0,0,91.7,2,58.46,169.08,32.92,177.0,,0,0,10,0.0,-0.1,-0.1,18,10,108.0,15.0,1,0.0,291,277.0,378.2,377.5,333.0,13,8,0.24452027652067354,212.7,175.7,13,0,0
194721,673697,continental_cup,2025 Asia Triathlon Cup Dexing,Dexing,China,2025-04-19,2025,69,59,85.5,10,31,52.5,31,28,24,125,507,382,520,2,0,20.0,6.5,2.78,8,0,61.0,18.9,24.7,25.2,12,13,60.0,6,32.3,89.71,93.0,,250.0,16,16,9,0.3,0.5,0.7,37,37,164.0,19.0,1,0.0,150,204.7,220.5,372.0,389.6,28,29,0.62027097281920529,102.5,258.2,20,0,0
194863,673290,continental_cup,2025 Americas Triathlon Cup and South Americas Triathlon Championships Santiago,"Piedra Roja, Colina",Chile,2025-04-05,2025,54,44,81.5,10,34,77.3,34,10,25,80,174,94,250,37,1,100.0,97.1,0.79,6,0,22.0,20.7,20.8,21.0,7,9,72.7,3,11.08,8.76,8.64,5.0,,10,11,9,4.1,1.5,0.7,32,39,78.0,7.0,1,0.0,78,113.3,216.9,315.5,344.4,27,30,0.6348243641837964,128.1,190.2,19,1,2
194948,674772,world_cup,2025 Supertri E World Triathlon Championships London,London Aquatics Centre in Queen Elizabeth Olympic Park,Great Britain,2025-04-05,2025,30,30,100.0,0,30,100.0,30,0,20,169,-544,-713,169,0,0,0.0,0.0,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,37,73.0,197.7,232.5,232.5,29,29,0.40567764946249407,164.9,192.7,20,0,0
194252,671757,continental_cup,2025 Europe Triathlon Cup Quarteira,Quarteira,Portugal,2025-03-29,2025,70,66,94.3,4,59,89.4,59,7,11,45,174,129,472,2,0,10.0,3.4,2.14,6,0,31.0,21.1,21.6,31.2,8,30,80.0,20,11.12,23.81,63.7,,,9,13,9,3.7,2.7,-0.2,38,63,50.0,8.0,1,0.0,22,216.3,224.6,267.8,310.5,29,56,0.44324739331962815,199.3,211.8,20,0,0
194862,672520,continental_cup,2025 Americas Triathlon Cup Miami,Homestead Miami Speedway,United States,2025-03-28,2025,58,47,81.0,11,33,70.2,33,14,20,49,189,140,230,5,0,20.0,15.2,1.58,4,0,10.0,15.2,20.4,21.0,9,10,81.8,13,16.95,26.8,43.84,,94.0,9,10,8,6.0,-0.7,-0.4,42,42,49.0,17.0,1,0.0,70,126.3,156.5,293.4,299.0,30,33,0.7042986624906149,55.2,185.2,20,1,1
194861,672526,continental_cup,2025 Americas Triathlon Cup La Paz,"Kiosco del Malecon , La Paz B.C.S",Mexico,2025-03-22,2025,69,67,97.1,2,44,65.7,44,23,16,35,114,79,239,33,1,100.0,72.7,0.8,5,0,5.0,24.9,23.1,24.8,12,17,83.3,13,17.3,13.89,37.75,,18.0,8,10,10,8.1,1.3,0.4,37,53,24.0,,1,19.0,83,142.3,249.8,339.3,396.0,29,37,0.62103095484199633,137.5,237.1,19,0,0
194278,671750,continental_cup,2025 Africa Triathlon Cup Swakopmund,Swakopmund Mole ,Namibia,2025-03-22,2025,12,12,100.0,0,6,50.0,6,6,30,449,,,165,4,1,40.0,66.7,4.42,9,0,0.0,5.5,6.5,3.7,0,0,100.0,4,30.27,133.63,37.9,,,0,0,9,0.1,-0.1,0.0,12,7,230.0,20.0,1,0.0,,,,,,0,0,,,,0,0,0
194250,671148,continental_cup,2025 Europe Triathlon Cup Melilla,Melilla,Spain,2025-03-16,2025,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
194276,671123,continental_cup,2025 Africa Triathlon Cup Troutbeck,Troutbeck Inn Resort,Zimbabwe,2025-03-08,2025,14,14,100.0,0,7,50.0,7,7,27,375,,,172,1,1,10.0,14.3,5.65,10,1,0.0,5.5,7.5,4.1,0,0,100.0,2,34.23,193.57,20.16,248.0,,0,0,8,-0.1,-0.1,-0.1,14,11,133.0,3.0,3,52.0,173,159.3,261.3,311.2,205.0,11,6,0.640458400180709,228.5,95.1,11,0,0
194198,671115,world_cup,2025 World Triathlon Cup Napier,Ahuriri ,New Zealand,2025-02-23,2025,35,34,97.1,1,32,94.1,32,2,3,31,178,147,237,31,1,100.0,96.9,2.13,7,0,3.0,14.1,16.2,16.8,3,4,100.0,18,8.64,18.37,17.79,4.0,14.0,6,7,9,4.6,-0.1,-1.1,32,34,27.0,6.0,2,11.0,195,103.0,78.2,167.9,187.6,29,31,0.628909383542909,66.5,149.5,19,0,0
194719,672511,continental_cup,2025 Asia Triathlon Cup Putrajaya,Putrajaya,Malaysia,2025-02-22,2025,65,59,90.8,6,26,44.1,26,33,62,146,273,127,251,9,1,90.0,34.6,2.82,9,0,10.0,8.5,17.8,15.2,6,3,100.0,12,20.47,57.8,53.8,105.0,122.0,4,4,5,1.3,0.8,1.1,36,32,28.0,28.0,1,0.0,192,170.3,165.0,329.4,284.7,29,25,0.76171491675921421,71.3,144.1,20,0,0
194857,672506,continental_cup,2025 Americas Triathlon Cup La Habana,Copa Américas de Triatlón ,Cuba,2025-02-16,2025,27,25,92.6,2,20,80.0,20,5,57,115,,,254,7,1,50.0,35.0,4.18,6,0,13.0,11.0,12.9,12.3,0,0,100.0,8,29.18,122.08,39.18,80.0,,0,0,8,3.7,-0.5,-0.3,25,21,117.0,2.0,5,80.0,642,419.7,420.6,423.8,413.3,19,18,0.014790347297269343,149.8,175.6,18,0,0
194757,672501,continental_cup,2025 Asia Triathlon Cup Chennai,"INS Adyar, Chennai",India,2025-02-16,2025,35,34,97.1,1,22,64.7,22,12,19,58,546,488,227,19,1,90.0,86.4,3.22,4,0,23.0,8.7,15.4,11.2,1,0,100.0,3,32.21,103.59,28.17,,324.0,3,3,8,4.7,-1.1,-1.1,32,28,59.0,5.0,1,0.0,362,350.7,300.4,417.4,405.6,21,20,0.68154512103643927,117.7,181.2,19,0,0
194195,671089,wtcs,2025 World Triathlon Championship Series Abu Dhabi,Abu Dhabi,United Arab Emirates,2025-02-15,2025,47,45,95.7,2,40,88.9,40,5,18,43,105,62,216,23,1,90.0,57.5,2.26,4,0,29.0,17.3,18.8,20.6,7,11,81.8,6,9.03,20.38,32.0,,51.0,6,7,6,7.9,0.4,-0.5,36,46,36.0,8.0,2,46.0,1,6.3,30.2,51.5,69.5,22,28,0.41972791176661284,24.2,79.6,16,1,1
184664,635354,continental_cup,2024 Asia Triathlon Cup Shenzhen,Shenzhen,China,2024-11-30,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
184717,635338,continental_cup,2024 Africa Triathlon Cup Kilifi,Kilifi,Kenya,2024-11-24,2024,19,17,89.5,2,5,29.4,5,12,,,,,,1,0,10.0,20.0,3.01,5,0,,4.7,8.4,1.5,0,0,90.0,2,156.13,469.25,9.9,,,0,0,9,-3.0,-3.0,,17,5,376.0,42.0,1,0.0,,,,,,0,0,,,,0,0,0
184820,635362,continental_cup,2024 Americas Triathlon Cup Manta,Manta,Ecuador,2024-11-17,2024,33,28,84.8,5,20,71.4,20,8,20,138,,,231,8,1,70.0,40.0,4.48,9,0,1.0,6.5,14.3,11.3,1,0,100.0,15,21.84,97.91,48.23,97.0,,0,0,8,0.4,-0.5,0.2,28,25,48.0,11.0,1,0.0,,,,,,0,0,,,,0,0,0
183776,635205,world_cup,2024 World Triathlon Cup Brasilia,Brasilia,Brazil,2024-11-09,2024,43,42,97.7,1,32,76.2,32,10,35,78,217,139,254,31,1,100.0,93.8,3.12,8,0,19.0,11.3,17.1,17.6,4,5,100.0,21,7.01,21.85,29.7,,24.0,6,6,10,1.0,0.4,0.2,37,39,66.0,32.0,1,0.0,,,,,,0,0,,,,0,0,0
183778,635371,world_cup,2024 World Triathlon Cup Miyazaki,Miyazaki,Japan,2024-11-09,2024,42,37,88.1,5,26,70.3,26,11,20,50,330,280,240,16,1,100.0,61.5,4.9,8,0,12.0,7.8,17.6,16.5,7,5,100.0,18,13.48,66.12,37.73,4.0,188.0,5,5,8,0.5,-0.2,-0.3,31,28,55.0,11.0,1,0.0,,,,,,0,0,,,,0,0,0
184821,635381,continental_cup,2024 Americas Triathlon Premium Cup Viña del Mar,Viña del Mar,Chile,2024-11-03,2024,42,40,95.2,2,30,75.0,30,10,33,110,246,136,246,3,1,30.0,10.0,1.79,5,0,4.0,14.5,17.0,17.0,4,4,90.0,5,19.72,35.21,35.21,72.0,172.0,7,7,9,5.2,-0.6,-0.6,37,37,36.0,14.0,1,0.0,,,,,,0,0,,,,0,0,0
184663,635386,continental_cup,2024 Asia Triathlon Cup Kota Kinabalu,Kota Kinabalu,Malaysia,2024-11-02,2024,40,40,100.0,0,26,65.0,26,14,19,60,309,249,237,7,1,70.0,26.9,2.97,7,0,3.0,6.4,15.7,13.8,2,1,100.0,10,16.19,48.01,40.23,67.0,,3,3,6,2.1,-0.4,-0.3,35,33,59.0,7.0,5,72.0,,,,,,0,0,,,,0,0,0
183777,635391,world_cup,2024 World Triathlon Cup Vina del Mar,Vina del Mar,Chile,2024-11-02,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
184452,635199,continental_cup,2024 Europe Triathlon Cup Alanya,Alanya,Türkiye,2024-10-27,2024,70,67,95.7,3,60,89.6,60,7,7,22,60,38,231,54,1,100.0,86.7,0.36,4,0,28.0,15.4,26.4,32.1,13,32,70.0,16,10.7,3.83,30.61,5.0,,15,25,9,17.3,7.5,-1.1,30,62,14.0,1.0,1,0.0,,,,,,0,0,,,,0,0,0
185646,631878,world_cup,2024 World Triathlon Cup Tongyeong,Tongyeong,"Korea, South",2024-10-26,2024,49,35,71.4,14,33,94.3,33,2,72,151,388,237,498,2,1,20.0,6.1,1.91,5,0,1.0,21.8,20.5,20.4,7,8,72.7,8,24.67,47.19,45.2,,,9,10,8,5.8,-0.0,-0.6,31,34,39.0,29.0,15,184.0,,,,,,0,0,,,,0,0,0
184662,635194,continental_cup,2024 Asia Triathlon Cup Xiamen,Xiamen,China,2024-10-26,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
184661,635174,continental_cup,2024 Asia Triathlon Cup Wuxi,Wuxi,China,2024-10-26,2024,58,58,100.0,0,37,63.8,37,21,5,25,174,149,257,22,1,100.0,56.8,3.86,8,0,38.0,20.0,21.2,22.5,7,10,80.0,9,12.15,46.85,52.47,5.0,,10,10,9,2.9,0.5,0.7,41,43,24.0,2.0,1,0.0,,,,,,0,0,,,,0,0,0
184713,635179,continental_cup,2024 Africa Triathlon Cup La Perle de Lac Tunis,La Perle de Lac Tunis,Tunisia,2024-10-20,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
183767,635630,wtcs,2024 World Triathlon Championship Finals Torremolinos-Andalucia,Torremolinos,Spain,2024-10-17,2024,59,49,83.1,10,47,95.9,47,2,88,129,289,160,420,6,1,40.0,12.8,5.09,7,0,13.0,19.2,17.9,26.4,5,20,83.3,25,8.7,44.28,70.61,249.0,,7,12,7,4.8,0.3,-0.9,44,49,42.0,30.0,3,172.0,,,,,,0,0,,,,0,0,0
186128,636216,continental_cup,2024 Asia Triathlon Cup Hong Kong,Hong Kong,Hong Kong China,2024-10-13,2024,30,21,70.0,9,13,61.9,13,8,92,174,,,263,3,1,30.0,23.1,3.07,10,0,8.0,6.3,11.2,7.8,0,0,100.0,2,29.55,90.71,53.34,,,0,0,10,-0.2,-0.1,-0.2,21,13,62.0,8.0,6,116.0,,,,,,0,0,,,,0,0,0
183775,635169,world_cup,2024 World Triathlon Cup Tangier,Tangier,Morocco,2024-10-12,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
183775,635167,world_cup,2024 World Triathlon Cup Tangier,Tangier,Morocco,2024-10-12,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
184450,635212,continental_cup,2024 Europe Triathlon Cup Ceuta,Ceuta,Spain,2024-10-06,2024,70,68,97.1,2,61,89.7,61,7,29,71,116,45,254,15,1,70.0,24.6,2.03,5,0,3.0,11.9,26.5,33.2,13,34,80.0,17,14.23,28.83,26.11,,,11,20,7,8.4,7.4,-0.5,44,65,3.0,2.0,3,6.0,,,,,,0,0,,,,0,0,0
183774,635343,world_cup,2024 World Triathlon Cup Rome,Rome,Italy,2024-10-05,2024,62,53,85.5,9,49,92.5,49,4,7,36,118,82,253,18,1,90.0,36.7,1.39,8,0,31.0,18.2,21.6,29.5,8,23,80.0,9,14.88,20.7,49.31,12.0,55.0,10,16,8,1.6,-0.4,-0.7,46,51,5.0,5.0,2,52.0,,,,,,0,0,,,,0,0,0
184745,635333,continental_cup,2024 Asia Triathlon Cup Turkestan,Turkestan,Kazakhstan,2024-09-28,2024,16,11,68.8,5,7,63.6,7,4,9,732,,,356,5,1,50.0,71.4,3.44,9,0,48.0,6.2,6.8,5.0,0,0,80.0,3,59.61,204.95,84.49,475.0,,0,0,9,0.1,0.0,0.0,11,9,257.0,46.0,2,177.0,,,,,,0,0,,,,0,0,0
184832,635143,wtcs,2024 World Triathlon Championship Series Weihai,Weihai,China,2024-09-27,2024,42,35,83.3,7,35,100.0,35,0,57,141,362,221,515,11,1,80.0,28.6,3.46,8,0,8.0,10.6,18.2,19.0,6,8,81.8,17,20.6,71.18,72.61,5.0,,3,3,5,1.9,0.4,-0.7,30,35,58.0,15.0,1,0.0,,,,,,0,0,,,,0,0,0
184744,635119,continental_cup,2024 Asia Triathlon Cup Tokyo Uminomori,Tokyo,Japan,2024-09-23,2024,56,36,64.3,20,31,86.1,31,5,111,225,485,260,506,1,1,10.0,3.2,1.72,7,1,0.0,13.9,19.1,19.4,7,7,92.3,6,37.33,64.36,65.04,161.0,261.0,9,9,9,3.2,-0.4,-0.3,33,33,61.0,1.0,5,162.0,,,,,,0,0,,,,0,0,0
184712,635114,continental_cup,2024 Africa Triathlon Cup Saidia,Saidia,Morocco,2024-09-22,2024,28,21,75.0,7,20,95.2,20,1,24,188,,,484,11,1,90.0,55.0,4.88,8,0,13.0,7.9,11.3,10.9,0,0,90.0,9,14.07,68.67,67.96,,,0,0,8,0.7,-0.7,-0.5,20,19,193.0,18.0,1,0.0,,,,,,0,0,,,,0,0,0
184819,634901,continental_cup,2024 Americas Triathlon Cup Montreal,Montreal,Canada,2024-09-14,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
186543,639028,continental_cup,2024 Asia Triathlon Cup Cholpon-Ata,Cholpon-Ata,Kyrgyzstan,2024-09-14,2024,24,23,95.8,1,12,52.2,12,11,23,144,,,207,5,1,50.0,41.7,4.86,7,0,11.0,6.2,12.4,6.6,0,0,100.0,5,36.95,179.62,29.48,61.0,,0,0,7,1.1,0.4,0.1,24,19,87.0,36.0,2,62.0,,,,,,0,0,,,,0,0,0
183773,631873,world_cup,2024 World Triathlon Cup Valencia,Valencia,Spain,2024-09-14,2024,65,58,89.2,7,52,89.7,52,6,17,33,95,62,233,35,1,100.0,65.4,0.92,6,0,24.0,22.4,23.7,29.8,10,26,50.0,6,11.49,10.56,39.72,,13.0,13,19,8,6.8,0.6,-0.8,38,57,31.0,9.0,1,0.0,,,,,,0,0,,,,0,0,0
188889,650220,continental_cup,2024 Asia Triathlon Cup Wuhan,Wuhan,China,2024-09-14,2024,51,46,90.2,5,30,65.2,30,16,17,62,242,180,242,36,1,100.0,96.7,1.97,6,0,49.0,20.6,20.9,20.9,8,8,70.0,5,12.5,24.68,24.68,6.0,,11,11,10,5.3,-0.1,-0.1,40,40,56.0,1.0,1,0.0,,,,,,0,0,,,,0,0,0
184710,634919,continental_cup,2024 Africa Triathlon Cup Monastir,Monastir,Tunisia,2024-09-08,2024,15,11,73.3,4,9,81.8,9,2,52,288,,,149,9,1,90.0,88.9,9.81,10,0,3.0,5.7,6.1,5.7,0,0,90.9,8,12.52,122.82,14.37,46.0,,0,0,9,-0.3,-0.3,-0.1,11,9,283.0,19.0,1,0.0,,,,,,0,0,,,,0,0,0
183772,634896,world_cup,2024 World Triathlon Cup Karlovy Vary,Karlovy Vary,Czech Republic,2024-09-08,2024,52,44,84.6,8,38,86.4,38,6,25,77,349,272,545,1,0,10.0,2.6,2.11,6,0,9.0,14.4,22.0,24.7,8,14,90.0,9,27.48,57.94,95.61,,148.0,7,9,7,2.6,0.5,0.0,37,40,77.0,23.0,2,149.0,,,,,,0,0,,,,0,0,0
184817,634906,continental_cup,2024 Americas Triathlon Cup Santa Marta,Santa Marta,Colombia,2024-09-07,2024,59,55,93.2,4,29,52.7,29,26,4,94,232,138,225,12,1,80.0,41.4,2.1,8,1,2.0,12.1,21.5,21.1,9,8,72.7,12,17.4,36.49,36.61,3.0,,6,6,8,2.2,0.9,1.0,33,33,96.0,4.0,1,0.0,,,,,,0,0,,,,0,0,0
186127,636192,continental_cup,2024 Asia Triathlon Cup Yilan,Yilan,Chinese Taipei,2024-09-07,2024,38,29,76.3,9,21,72.4,21,8,41,122,,,486,4,0,30.0,19.0,4.76,7,0,71.0,10.1,15.6,11.8,1,0,100.0,1,35.47,168.82,87.23,93.0,,2,2,8,1.9,-0.2,-0.0,29,28,198.0,39.0,1,0.0,,,,,,0,0,,,,0,0,0
185804,634886,continental_cup,2024 Europe Triathlon Cup Istanbul,Istanbul,Turkey,2024-08-31,2024,48,34,70.8,14,32,94.1,32,2,11,86,334,248,478,26,1,100.0,78.1,2.41,5,0,38.0,14.0,18.9,19.2,6,6,81.8,12,20.86,50.33,52.14,,,4,4,10,4.8,-0.1,-0.5,31,33,84.0,4.0,1,0.0,,,,,,0,0,,,,0,0,0
184816,634797,continental_cup,2024 Americas Triathlon Cup Edmonton,Edmonton,Canada,2024-08-24,2024,35,35,100.0,0,22,62.9,22,13,4,78,503,425,228,1,0,10.0,4.5,5.7,8,1,0.0,5.2,14.8,10.9,2,0,100.0,24,15.77,89.94,34.26,,,0,0,10,0.8,0.1,0.4,35,23,78.0,9.0,1,0.0,,,,,,0,0,,,,0,0,0
184813,634423,continental_cup,2024 Americas Triathlon Cup Riohacha,Riohacha,Colombia,2024-08-18,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
184809,634149,continental_cup,2024 Americas Triathlon Cup and Central America Caribbean Championships Punta Cana,Punta Cana,Dominican Republic,2024-08-10,2024,66,56,84.8,10,35,62.5,35,21,30,74,207,133,260,2,1,10.0,5.7,1.68,6,0,67.0,17.8,16.9,19.1,5,7,100.0,1,16.04,26.98,32.2,98.0,118.0,5,6,9,4.3,0.5,-0.3,39,44,21.0,15.0,13,98.0,,,,,,0,0,,,,0,0,0
184434,634338,continental_cup,2024 Europe Triathlon Cup Cork,Cork,Ireland,2024-07-14,2024,50,46,92.0,4,41,89.1,41,5,3,29,82,53,147,42,1,100.0,100.0,0.59,4,0,14.0,16.0,21.1,22.3,10,13,80.0,16,8.14,4.83,4.86,8.0,,8,10,8,10.9,2.3,-0.6,31,45,28.0,6.0,3,17.0,,,,,,0,0,,,,0,0,0
183765,627964,wtcs,2024 World Triathlon Championship Series Hamburg,Hamburg,Germany,2024-07-13,2024,57,50,87.7,7,50,100.0,50,0,7,38,110,72,231,28,1,100.0,56.0,2.8,4,0,4.0,11.1,18.3,26.0,4,18,90.9,17,7.44,20.84,48.41,4.0,71.0,11,13,7,7.9,-0.8,-1.0,49,50,37.0,9.0,1,0.0,,,,,,0,0,,,,0,0,0
184811,634330,continental_cup,2024 Americas Triathlon Cup Magog,Magog,Canada,2024-07-13,2024,64,61,95.3,3,38,62.3,38,23,8,60,173,113,245,1,0,0.0,2.6,1.65,8,1,23.0,18.6,20.7,24.4,10,16,90.0,8,16.09,26.59,39.92,,86.0,11,13,8,1.8,0.3,0.9,40,42,64.0,,1,85.0,,,,,,0,0,,,,0,0,0
184708,634262,continental_cup,2024 Africa Triathlon Premium Cup Larache,Larache,Morocco,2024-07-07,2024,40,36,90.0,4,31,86.1,31,5,17,118,260,142,261,11,1,100.0,35.5,2.74,9,0,9.0,7.5,15.3,15.5,1,1,100.0,12,19.39,53.13,52.69,31.0,151.0,2,2,5,0.5,0.2,-0.1,36,36,129.0,13.0,1,0.0,,,,,,0,0,,,,0,0,0
184743,634267,continental_cup,2024 Asia Triathlon Cup Sendai,Sendai,Japan,2024-07-07,2024,0,0,,0,0,,,0,,,,,,0,0,,,,0,0,,,,,0,0,,0,,,,,,0,0,0,,,,,,,,,0.0,,,,,,0,0,,,,0,0,0
186541,638994,continental_cup,2024 Asia Triathlon Cup Kokshetau,Kokshetau,Kazakhstan,2024-07-06,2024,36,29,80.6,7,24,82.8,24,5,15,196,,,482,9,1,70.0,33.3,4.65,7,0,35.0,8.7,15.5,13.3,0,0,90.9,1,38.01,176.64,88.21,144.0,645.0,0,0,8,2.1,-0.1,-0.4,31,30,40.0,26.0,3,163.0,,,,,,0,0,,,,0,0,0
184831,634254,world_cup,2024 World Triathlon Cup Tiszaujvaros,Tiszaujvaros,Hungary,2024-07-06,2024,65,60,92.3,5,57,95.0,59,3,14,50,,,232,1,0,0.0,1.8,1.96,0,1,4.0,9.4,22.0,30.0,9,27,100.0,12,16.08,31.52,35.73,78.0,,0,22,7,24.9,24.1,-1.2,57,58,48.0,2.0,1,0.0,,,,,,0,0,,,,0,0,0
184426,634222,continental_cup,2024 Europe Triathlon Premium Cup Holten,Holten,Netherlands,2024-06-29,2024,68,64,94.1,4,51,79.7,51,13,10,69,119,50,224,3,1,20.0,5.9,1.06,6,0,4.0,17.6,22.1,28.7,9,22,90.0,10,15.56,16.53,16.05,,,10,18,8,3.4,2.5,-0.3,30,58,13.0,19.0,6,61.0,,,,,,0,0,,,,0,0,0
184742,634217,continental_cup,2024 Asia Triathlon Cup Gamagori,Gamagori,Japan,2024-06-23,2024,70,62,88.6,8,36,58.1,36,26,24,86,213,127,264,17,1,100.0,44.4,3.86,7,0,24.0,13.3,20.7,22.4,7,10,90.0,4,12.95,50.0,51.65,8.0,,9,11,7,1.5,0.7,0.1,52,52,90.0,18.0,1,0.0,,,,,,0,0,,,,0,0,0
